Item,Price,Ad ID,Location,Model,Details
 2006 Bajaj Pulsar 430000 Kms ,15000," Added via phone on 3 May, Ad ID: 1172300453 "," Bandra West, Mumbai ", 2006 Bajaj Pulsar 430000 Kms ," Brand: Bajaj Model: Pulsar Year: 2006 KM Driven: 4,30,000 km "
 Royal Enfield Bullet 000012 Kms 2018 year ,52500," Added via phone on 3 May, Ad ID: 1211489953 "," VSNL Colony, Mumbai ", Royal Enfield Bullet 000012 Kms 2018 year , Brand: Royal Enfield Model: Bullet Year: 2018 KM Driven: 12 km 
 2011 TVS Apache RTR 72031 Kms ,40000," Added via phone on 3 May, Ad ID: 1211490835 "," Dahisar East, Mumbai ", 2011 TVS Apache RTR 72031 Kms ," Brand: TVS Model: Apache RTR Year: 2011 KM Driven: 72,031 km "
 2015 Bajaj Pulsar 50000 Kms ,60000," Added via phone on 4 May, Ad ID: 1211957817 "," Andheri West, Mumbai ", 2015 Bajaj Pulsar 50000 Kms ," Brand: Bajaj Model: Pulsar Year: 2015 KM Driven: 50,000 km "
 2006 Honda Others 36000 Kms ,18000," Added via phone on 3 May, Ad ID: 1211494121 "," Kandivali West, Mumbai ", 2006 Honda Others 36000 Kms ," Brand: Honda Model: Others Year: 2006 KM Driven: 36,000 km "
 2017 KTM RC 4000 Kms ,180000," Added via phone on 3 May, Ad ID: 1211498623 "," Andheri West, Mumbai ", 2017 KTM RC 4000 Kms ," Brand: KTM Model: RC Year: 2017 KM Driven: 4,000 km "
 Bajaj Others 2500 Kms 2003 year ,8000," Added via phone on 3 May, Ad ID: 1211501717 "," Mahalakshmi, Mumbai ", Bajaj Others 2500 Kms 2003 year ," Brand: Bajaj Model: Others Year: 2003 KM Driven: 2,500 km "
 2016 Royal Enfield Classic 11000 Kms ,120000," Added via phone on 3 May, Ad ID: 1211502359 "," Nahur West, Mumbai ", 2016 Royal Enfield Classic 11000 Kms ," Brand: Royal Enfield Model: Classic Year: 2016 KM Driven: 11,000 km "
 2012 Honda CB 29900 Kms ,33000," Added via phone on 3 May, Ad ID: 1208132155 "," Bhandup West, Mumbai ", 2012 Honda CB 29900 Kms ," Brand: Honda Model: CB Year: 2012 KM Driven: 29,900 km "
 KTM RC 27000 Kms year 2014 Dec ,125000," Added via phone on 3 May, Ad ID: 1208266899 "," Andheri West, Mumbai ", KTM RC 27000 Kms year 2014 Dec ," Brand: KTM Model: RC Year: 2014 KM Driven: 27,000 km "
 2015 Bajaj Avenger 19000 Kms 1st Owner bike ,54000," Added via phone on 3 May, Ad ID: 1211506889 "," Ushma Nagar, Mumbai ", 2015 Bajaj Avenger 19000 Kms 1st Owner bike ," Brand: Bajaj Model: Avenger Year: 2015 KM Driven: 19,000 km "
 2013 Bajaj Pulsar 29276 Kms ,53000," Added via phone on 3 May, Ad ID: 1211510441 "," Mankhurd, Mumbai ", 2013 Bajaj Pulsar 29276 Kms ," Brand: Bajaj Model: Pulsar Year: 2013 KM Driven: 29,276 km "
 2006 Hero Honda CD Deluxe 11000 Kms ,18000," Added via phone on 3 May, Ad ID: 1211510133 "," Anushakti Nagar, Mumbai ", 2006 Hero Honda CD Deluxe 11000 Kms ," Brand: Hero Honda Model: CD Deluxe Year: 2006 KM Driven: 11,000 km "
 Tvs apache rtr 160 kms 8530 ,25000," Added on 4 May, Ad ID: 1211972857 "," Currey Road, Mumbai ", Tvs apache rtr 160 kms 8530 ," Brand: TVS Model: Apache RTR Year: 2009 KM Driven: 8,530 km "
 Royal Enfield Others 5000 Kms 1973 year ,180000," Added via phone on 4 May, Ad ID: 1211978161 "," Upper Worli, Mumbai ", Royal Enfield Others 5000 Kms 1973 year ," Brand: Royal Enfield Model: Others Year: 1973 KM Driven: 5,000 km "
 Suzuki Gixxer 17000 Kms 2017 year ,75000," Added via phone on 3 May, Ad ID: 1211524915 "," Vijay Nagar, Mumbai ", Suzuki Gixxer 17000 Kms 2017 year ," Brand: Suzuki Model: Gixxer Year: 2017 KM Driven: 17,000 km "
 2008 Bajaj Others 50000 Kms ,14000," Added via phone on 3 May, Ad ID: 1211514313 "," Bandra West, Mumbai ", 2008 Bajaj Others 50000 Kms ," Brand: Bajaj Model: Others Year: 2008 KM Driven: 50,000 km "
 Bajaj Others 2934 Kms 2017 year ,140000," Added via phone on 3 May, Ad ID: 1211527897 "," Girgaum, Mumbai ", Bajaj Others 2934 Kms 2017 year ," Brand: Bajaj Model: Others Year: 2017 KM Driven: 2,934 km "
 Royal Enfield Classic 13000 Kms 2013 year ,115000," Added via phone on 3 May, Ad ID: 1211532087 "," Jogeshwari West, Mumbai ", Royal Enfield Classic 13000 Kms 2013 year ," Brand: Royal Enfield Model: Classic Year: 2013 KM Driven: 13,000 km "
 Yamaha FZS 15900 Kms 2010 year ,27000," Added via phone on 3 May, Ad ID: 1211533101 "," Khar East, Mumbai ", Yamaha FZS 15900 Kms 2010 year ," Brand: Yamaha Model: FZS Year: 2010 KM Driven: 15,900 km "
 Honda Others 30000 Kms 2013 year ,38500," Added via phone on 3 May, Ad ID: 1211545261 "," Jogeshwari West, Mumbai ", Honda Others 30000 Kms 2013 year ," Brand: Honda Model: Others Year: 2013 KM Driven: 30,000 km "
 Honda CB 30000 Kms 2014 year ,38000," Added via phone on 3 May, Ad ID: 1211547341 "," Govandi, Mumbai ", Honda CB 30000 Kms 2014 year ," Brand: Honda Model: CB Year: 2014 KM Driven: 30,000 km "
 TVS Others 120000 Kms 2007 year ,10000," Added via phone on 3 May, Ad ID: 1211526483 "," Tilak Nagar, Mumbai ", TVS Others 120000 Kms 2007 year ," Brand: TVS Model: Others Year: 2007 KM Driven: 1,20,000 km "
 Yamaha Others 44000 Kms 2012 year ,52000," Added via phone on 3 May, Ad ID: 1187128583 "," Jogeshwari West, Mumbai ", Yamaha Others 44000 Kms 2012 year ," Brand: Yamaha Model: Others Year: 2012 KM Driven: 45,500 km "
 Bajaj Others 15000 Kms 2016 year ,75000," Added via phone on 3 May, Ad ID: 1207313423 "," Vadgadi, Mumbai ", Bajaj Others 15000 Kms 2016 year ," Brand: Bajaj Model: Others Year: 2016 KM Driven: 15,000 km "
 Thunderbird 350 2014.Single Owner. No Loan.Insurance Valid. ,99000," Added via phone on 3 May, Ad ID: 1195622115 "," Kandivali West, Mumbai ", Thunderbird 350 2014.Single Owner. No Loan.Insurance Valid. ," Brand: Royal Enfield Model: Thunderbird Year: 2014 KM Driven: 16,500 km "
 Bajaj Avenger 44000 Kms 2011 year ,37000," Added via phone on 3 May, Ad ID: 1211565521 "," Unnat Nagar, Mumbai ", Bajaj Avenger 44000 Kms 2011 year ," Brand: Bajaj Model: Avenger Year: 2011 KM Driven: 44,000 km "
 2015 Bajaj Pulsar 15439 Kms ,53000," Added via phone on 3 May, Ad ID: 1201850567 "," Borivali East, Mumbai ", 2015 Bajaj Pulsar 15439 Kms ," Brand: Bajaj Model: Pulsar Year: 2015 KM Driven: 15,439 km "
 KTM RC390 Model ,155000," Added via phone on 3 May, Ad ID: 1211580969 "," Grant Road Area, Mumbai ", KTM RC390 Model ," Brand: KTM Model: RC Year: 2015 KM Driven: 7,000 km "
 Yamaha FZ 550 Kms 2018 year ,125000," Added via phone on 3 May, Ad ID: 1211585125 "," Lower Parel, Mumbai ", Yamaha FZ 550 Kms 2018 year , Brand: Yamaha Model: FZ Year: 2018 KM Driven: 550 km 
 2008 Honda Others 18000 Kms ,25000," Added via phone on 3 May, Ad ID: 1211585261 "," Fort, Mumbai ", 2008 Honda Others 18000 Kms ," Brand: Honda Model: Others Year: 2008 KM Driven: 18,000 km "
 Bajaj CT 100 22000 Kms 2006 year ,13000," Added via phone on 3 May, Ad ID: 1211585591 "," Khar East, Mumbai ", Bajaj CT 100 22000 Kms 2006 year ," Brand: Bajaj Model: CT 100 Year: 2006 KM Driven: 22,000 km "
 Bajaj Pulsar 7000 Kms 2008 year ,38000," Added via phone on 3 May, Ad ID: 1211574949 "," Kalyan East, Mumbai ", Bajaj Pulsar 7000 Kms 2008 year ," Brand: Bajaj Model: Pulsar Year: 2008 KM Driven: 7,000 km "
 2015 Honda CB 6800 Kms ,46000," Added via phone on 3 May, Ad ID: 1211587995 "," Andheri West, Mumbai ", 2015 Honda CB 6800 Kms ," Brand: Honda Model: CB Year: 2015 KM Driven: 7,000 km "
 Bajaj Pulsar 60000 Kms 2006 year ,12000," Added via phone on 3 May, Ad ID: 1211588235 "," Bhayandar East, Mumbai ", Bajaj Pulsar 60000 Kms 2006 year ," Brand: Bajaj Model: Pulsar Year: 2006 KM Driven: 60,000 km "
 Bajaj Pulsar 36000 Kms 2006 year ,15000," Added via phone on 3 May, Ad ID: 1211565795 "," Vishwakarma Nagar, Mumbai ", Bajaj Pulsar 36000 Kms 2006 year ," Brand: Bajaj Model: Pulsar Year: 2006 KM Driven: 36,000 km "
 Bajaj Pulsar 9325 Kms 2015 year ,80000," Added via phone on 26 May, Ad ID: 1220396205 "," Kalyan West, Mumbai ", Bajaj Pulsar 9325 Kms 2015 year ," Brand: Bajaj Model: Pulsar Year: 2015 KM Driven: 9,325 km "
 Royal Enfield Classic 350cc ,110000," Added via phone on 26 May, Ad ID: 1220394455 "," Borivali West, Mumbai ", Royal Enfield Classic 350cc ," Brand: Royal Enfield Model: Classic Year: 2011 KM Driven: 3,924 km "
 Harley Davidson street 750 with original ,390000," Added via phone on 26 May, Ad ID: 1156659873 "," Borivali East, Mumbai ", Harley Davidson street 750 with original ," Brand: Other Brands Year: 2016 KM Driven: 5,000 km "
 2016 Honda CB 15000 Kms ,70000," Added via phone on 26 May, Ad ID: 1216570297 "," Mira Road, Mumbai ", 2016 Honda CB 15000 Kms ," Brand: Honda Model: CB Year: 2016 KM Driven: 15,000 km "
 Well Maintained Harley Davidson Street 750. ,380000," Added via phone on 29 May, Ad ID: 1133031739 "," Andheri West, Mumbai ", Well Maintained Harley Davidson Street 750. , Brand: Other Brands Year: 2015 KM Driven: 900 km 
 Bajaj Discover 53000 Kms 2010 year ,20000," Added via phone on 26 May, Ad ID: 1220402195 "," Bandra West, Mumbai ", Bajaj Discover 53000 Kms 2010 year ," Brand: Bajaj Model: Discover Year: 2010 KM Driven: 53,000 km "
 2009 Royal Enfield Bullet 18000 Kms ,60000," Added via phone on 26 May, Ad ID: 1220177829 "," Mumbai Central, Mumbai ", 2009 Royal Enfield Bullet 18000 Kms ," Brand: Royal Enfield Model: Bullet Year: 2009 KM Driven: 18,000 km "
 2011 Bajaj Discover 10000 Kms ,25000," Added via phone on 26 May, Ad ID: 1214137829 "," Goregaon West, Mumbai ", 2011 Bajaj Discover 10000 Kms ," Brand: Bajaj Model: Discover Year: 2011 KM Driven: 10,000 km "
 Royal Enfield Classic 25000 Kms 2015 year ,100000," Added via phone on 26 May, Ad ID: 1164149549 "," Andheri East, Mumbai ", Royal Enfield Classic 25000 Kms 2015 year ," Brand: Royal Enfield Model: Classic Year: 2015 KM Driven: 25,000 km "
 Bajaj Pulsar 36150 Kms 2012 year ,24000," Added via phone on 26 May, Ad ID: 1220181509 "," Mira Road, Mumbai ", Bajaj Pulsar 36150 Kms 2012 year ," Brand: Bajaj Model: Pulsar Year: 2012 KM Driven: 36,150 km "
 Hero Honda Passion 35000 Kms 2006 year ,22000," Added via phone on 30 May, Ad ID: 1221799873 "," Colaba, Mumbai ", Hero Honda Passion 35000 Kms 2006 year ," Brand: Hero Honda Model: Passion Year: 2006 KM Driven: 35,000 km "
 2018 TVS Others 1500 Kms ,180000," Added via phone on 30 May, Ad ID: 1221806937 "," Ghatkopar West, Mumbai ", 2018 TVS Others 1500 Kms ," Brand: TVS Model: Others Year: 2018 KM Driven: 1,500 km "
 Royal Enfield Classic 12796 Kms 2012 year ,100000," Added via phone on 30 May, Ad ID: 1221806163 "," Goregaon East, Mumbai ", Royal Enfield Classic 12796 Kms 2012 year ," Brand: Royal Enfield Model: Classic Year: 2012 KM Driven: 12,796 km "
 2013 Bajaj Avenger 32000 Kms ,35000," Added via phone on 30 May, Ad ID: 1216640021 "," Vazira, Mumbai ", 2013 Bajaj Avenger 32000 Kms ," Brand: Bajaj Model: Avenger Year: 2013 KM Driven: 32,000 km "
 2006 Honda CB 50000 Kms ,15000," Added via phone on 30 May, Ad ID: 1221806067 "," Mira Road, Mumbai ", 2006 Honda CB 50000 Kms ," Brand: Honda Model: CB Year: 2006 KM Driven: 50,000 km "
 Hero Honda Passion 3000 Kms 2009 year ,24000," Added via phone on 30 May, Ad ID: 1137012301 "," Mahim, Mumbai ", Hero Honda Passion 3000 Kms 2009 year ," Brand: Hero Honda Model: Passion Year: 2009 KM Driven: 3,000 km "
 Bajaj Discover 33000 Kms 2011 year ,20000," Added via phone on 26 May, Ad ID: 1220402247 "," Vasai East, Mumbai ", Bajaj Discover 33000 Kms 2011 year ," Brand: Bajaj Model: Discover Year: 2011 KM Driven: 33,000 km "
 Royal Enfield Classic 11000 Kms 2014 year ,115000," Added via phone on 30 May, Ad ID: 1221933689 "," Dahisar West, Mumbai ", Royal Enfield Classic 11000 Kms 2014 year ," Brand: Royal Enfield Model: Classic Year: 2014 KM Driven: 11,000 km "
 2011 Hero Honda Karizma 18395 Kms ,37000," Added via phone on 30 May, Ad ID: 1221944953 "," Dahisar East, Mumbai ", 2011 Hero Honda Karizma 18395 Kms ," Brand: Hero Honda Model: Karizma Year: 2011 KM Driven: 18,395 km "
 Bajaj Pulsar 17000 Kms 2015 year ,46000," Added via phone on 30 May, Ad ID: 1221935197 "," Jogeshwari West, Mumbai ", Bajaj Pulsar 17000 Kms 2015 year ," Brand: Bajaj Model: Pulsar Year: 2015 KM Driven: 32,000 km "
 2013 Royal Enfield Classic 6400 Kms ,105000," Added via phone on 30 May, Ad ID: 1221934275 "," Borivali West, Mumbai ", 2013 Royal Enfield Classic 6400 Kms ," Brand: Royal Enfield Model: Classic Year: 2013 KM Driven: 6,400 km "
 2015 KTM Duke 200 29000 Kms ,80000," Added via phone on 27 May, Ad ID: 1220641683 "," Ushma Nagar, Mumbai ", 2015 KTM Duke 200 29000 Kms ," Brand: KTM Model: Duke 200 Year: 2015 KM Driven: 29,000 km "
 Yamaha Others 11560 Kms 2015 year ,92500," Added via phone on 27 May, Ad ID: 1220641675 "," Malad West, Mumbai ", Yamaha Others 11560 Kms 2015 year ," Brand: Yamaha Model: Others Year: 2015 KM Driven: 11,560 km "
 2010 Hero Honda Karizma 36630 Kms ,25000," Added via phone on 27 May, Ad ID: 1213537315 "," Santacruz East, Mumbai ", 2010 Hero Honda Karizma 36630 Kms ," Brand: Hero Honda Model: Karizma Year: 2010 KM Driven: 36,630 km "
 Yamaha SZ 24500 Kms 2012 year ,28000," Added via phone on 27 May, Ad ID: 1134775795 "," Jogeshwari East, Mumbai ", Yamaha SZ 24500 Kms 2012 year ," Brand: Yamaha Model: SZ Year: 2012 KM Driven: 30,200 km "
 2012 Honda CB 1 Kms ,35000," Added via phone on 27 May, Ad ID: 1220649811 "," Govandi, Mumbai ", 2012 Honda CB 1 Kms , Brand: Honda Model: CB Year: 2012 KM Driven: 1 km 
 2010 Hero Honda Others 34000 Kms ,28000," Added via phone on 27 May, Ad ID: 1208992633 "," Goregaon East, Mumbai ", 2010 Hero Honda Others 34000 Kms ," Brand: Hero Honda Model: Others Year: 2010 KM Driven: 34,000 km "
" Bajaj Dominor 400, 10000 Kms 2017 year ",120000," Added via phone on 27 May, Ad ID: 1220651399 "," Vijay Nagar, Mumbai "," Bajaj Dominor 400, 10000 Kms 2017 year "," Brand: Bajaj Model: Others Year: 2017 KM Driven: 10,000 km "
 Honda CB 40000 Kms 2011 year ,25000," Added via phone on 27 May, Ad ID: 1220657857 "," Mumbai Central, Mumbai ", Honda CB 40000 Kms 2011 year ," Brand: Honda Model: CB Year: 2011 KM Driven: 40,000 km "
 2008 Yamaha YZF R 45000 Kms ,36000," Added via phone on 27 May, Ad ID: 1220659487 "," Verma Nagar, Mumbai ", 2008 Yamaha YZF R 45000 Kms ," Brand: Yamaha Model: YZF R Year: 2008 KM Driven: 45,000 km "
 Honda CB 29000 Kms 2012 year ,38000," Added via phone on 30 May, Ad ID: 1221800533 "," Chembur, Mumbai ", Honda CB 29000 Kms 2012 year ," Brand: Honda Model: CB Year: 2012 KM Driven: 29,000 km "
 Bajaj Avenger 12000 Kms 2011 year urgent sell ,50000," Added via phone on 27 May, Ad ID: 1220660263 "," Mira Road, Mumbai ", Bajaj Avenger 12000 Kms 2011 year urgent sell ," Brand: Bajaj Model: Avenger Year: 2011 KM Driven: 12,000 km "
 Honda Others 20000 Kms 2016 year ,48000," Added via phone on 27 May, Ad ID: 1220665307 "," Mumbai Central, Mumbai ", Honda Others 20000 Kms 2016 year ," Brand: Honda Model: Others Year: 2016 KM Driven: 20,000 km "
 Bajaj Avenger 15000 Kms 2016 year ,55000," Added via phone on 27 May, Ad ID: 1220665081 "," Andheri West, Mumbai ", Bajaj Avenger 15000 Kms 2016 year ," Brand: Bajaj Model: Avenger Year: 2016 KM Driven: 15,000 km "
 Bajaj Pulsar 200.. Kms 2007 year ,24000," Added via phone on 27 May, Ad ID: 1220667119 "," Vikhroli East, Mumbai ", Bajaj Pulsar 200.. Kms 2007 year , Brand: Bajaj Model: Pulsar Year: 2007 KM Driven: 20 km 
 Bajaj Avenger 10500 Kms 2018 year ,70000," Added via phone on 27 May, Ad ID: 1220661609 "," Valdhuni, Mumbai ", Bajaj Avenger 10500 Kms 2018 year ," Brand: Bajaj Model: Avenger Year: 2018 KM Driven: 10,500 km "
 2008 TVS Apache RTR 25000 Kms ,18000," Added via phone on 27 May, Ad ID: 1211570063 "," Nalasopara East, Mumbai ", 2008 TVS Apache RTR 25000 Kms ," Brand: TVS Model: Apache RTR Year: 2008 KM Driven: 25,000 km "
 2016 Honda Others 24500 Kms ,70000," Added via phone on 27 May, Ad ID: 1220670109 "," Ghatkopar West, Mumbai ", 2016 Honda Others 24500 Kms ," Brand: Honda Model: Others Year: 2016 KM Driven: 24,500 km "
 Hero Honda Others 6153 Kms 2008 year ,24000," Added via phone on 27 May, Ad ID: 1220672671 "," Virar West, Mumbai ", Hero Honda Others 6153 Kms 2008 year ," Brand: Hero Honda Model: Others Year: 2008 KM Driven: 6,153 km "
 Yamaha FZ 16500 Kms 2014 year ,35000," Added via phone on 27 May, Ad ID: 1220674033 "," Ushma Nagar, Mumbai ", Yamaha FZ 16500 Kms 2014 year ," Brand: Yamaha Model: FZ Year: 2014 KM Driven: 16,500 km "
 Yamaha Saluto 35000 Kms 2012 year ,40000," Added via phone on 27 May, Ad ID: 1220681163 "," Andheri East, Mumbai ", Yamaha Saluto 35000 Kms 2012 year ," Brand: Yamaha Model: Saluto Year: 2012 KM Driven: 35,000 km "
 2013 Yamaha YZF R 28000 Kms ,48000," Added via phone on 27 May, Ad ID: 1220682873 "," Grant Road Area, Mumbai ", 2013 Yamaha YZF R 28000 Kms ," Brand: Yamaha Model: YZF R Year: 2013 KM Driven: 28,000 km "
 Honda CB 20000 Kms 2013 year ,26000," Added via phone on 27 May, Ad ID: 1220676703 "," Malad East, Mumbai ", Honda CB 20000 Kms 2013 year ," Brand: Honda Model: CB Year: 2013 KM Driven: 20,000 km "
 I want to sell my bike yamaha Rx100 no exchange sell in cash ,35000," Added via phone on 27 May, Ad ID: 1214936067 "," Andheri East, Mumbai ", I want to sell my bike yamaha Rx100 no exchange sell in cash ," Brand: Yamaha Model: Others Year: 1996 KM Driven: 20,000 km "
 2015 Bajaj Discover 415 Kms ,35000," Added via phone on 27 May, Ad ID: 1220684637 "," Vazira, Mumbai ", 2015 Bajaj Discover 415 Kms , Brand: Bajaj Model: Discover Year: 2015 KM Driven: 415 km 
 2015 Bajaj Pulsar 20000 Kms ,70000," Added via phone on 27 May, Ad ID: 1214960637 "," Umershetpada, Mumbai ", 2015 Bajaj Pulsar 20000 Kms ," Brand: Bajaj Model: Pulsar Year: 2015 KM Driven: 20,000 km "
 2015 Bajaj Pulsar 25000 Kms ,75000," Added via phone on 27 May, Ad ID: 1217664233 "," Sandhurst Road, Mumbai ", 2015 Bajaj Pulsar 25000 Kms ," Brand: Bajaj Model: Pulsar Year: 2015 KM Driven: 25,000 km "
 2005 Bajaj Avenger 54621 Kms ,20000," Added via phone on 27 May, Ad ID: 1220689735 "," Malad East, Mumbai ", 2005 Bajaj Avenger 54621 Kms ," Brand: Bajaj Model: Avenger Year: 2005 KM Driven: 54,621 km "
 Hero Honda Others 25000 Kms 2010 year ,40000," Added via phone on 27 May, Ad ID: 1220692295 "," Mira Road, Mumbai ", Hero Honda Others 25000 Kms 2010 year ," Brand: Hero Honda Model: Others Year: 2010 KM Driven: 25,000 km "
 Honda Others 30000 Kms 2011 year ,34500," Added via phone on 27 May, Ad ID: 1217499005 "," Chembur, Mumbai ", Honda Others 30000 Kms 2011 year ," Brand: Honda Model: Others Year: 2011 KM Driven: 30,000 km "
 Honda Others 17500 Kms 2010 year ,27500," Added via phone on 27 May, Ad ID: 1220688471 "," Jogeshwari West, Mumbai ", Honda Others 17500 Kms 2010 year ," Brand: Honda Model: Others Year: 2010 KM Driven: 17,500 km "
 2016 Yamaha YZF R 3000 Kms ,105000," Added via phone on 27 May, Ad ID: 1220693709 "," Jogeshwari–Vikhroli Link Road (JVLR), Mumbai ", 2016 Yamaha YZF R 3000 Kms ," Brand: Yamaha Model: YZF R Year: 2016 KM Driven: 3,000 km "
 2011 Bajaj Pulsar 32000 Kms ,25000," Added via phone on 27 May, Ad ID: 1175133251 "," Mira Road, Mumbai ", 2011 Bajaj Pulsar 32000 Kms ," Brand: Bajaj Model: Pulsar Year: 2011 KM Driven: 33,000 km "
 Royal Enfield Thunderbird 8500 Kms 2013 year ,200000," Added via phone on 27 May, Ad ID: 1220704883 "," Parel, Mumbai ", Royal Enfield Thunderbird 8500 Kms 2013 year ," Brand: Royal Enfield Model: Thunderbird Year: 2013 KM Driven: 8,500 km "
 2014 Honda Others 25000 Kms ,45000," Added via phone on 27 May, Ad ID: 1220698369 "," Mahim, Mumbai ", 2014 Honda Others 25000 Kms ," Brand: Honda Model: Others Year: 2014 KM Driven: 25,000 km "
 Bajaj Discover 35000 Kms 2014 year ,31100," Added via phone on 27 May, Ad ID: 1220695893 "," Tilak Nagar, Mumbai ", Bajaj Discover 35000 Kms 2014 year ," Brand: Bajaj Model: Discover Year: 2014 KM Driven: 35,000 km "
 2013 Yamaha Fazer 29000 Kms ,32000," Added via phone on 27 May, Ad ID: 1220693051 "," Kurla West, Mumbai ", 2013 Yamaha Fazer 29000 Kms ," Brand: Yamaha Model: Fazer Year: 2013 KM Driven: 29,000 km "
 2006 Hero Honda Karizma 26888 Kms ,15000," Added via phone on 27 May, Ad ID: 1220696673 "," Nalasopara East, Mumbai ", 2006 Hero Honda Karizma 26888 Kms ," Brand: Hero Honda Model: Karizma Year: 2006 KM Driven: 26,888 km "
 2010 Bajaj Avenger 20000 Kms ,36000," Added via phone on 27 May, Ad ID: 1186226147 "," Bhayandar East, Mumbai ", 2010 Bajaj Avenger 20000 Kms ," Brand: Bajaj Model: Avenger Year: 2010 KM Driven: 20,000 km "
 Yamaha YZF R 23000 Kms 2014 year ,52999," Added via phone on 27 May, Ad ID: 1220704633 "," Goregaon West, Mumbai ", Yamaha YZF R 23000 Kms 2014 year ," Brand: Yamaha Model: YZF R Year: 2014 KM Driven: 23,000 km "
 2016 Royal Enfield Classic 6260 Kms ,165000," Added via phone on 30 May, Ad ID: 1221945195 "," Marine Lines, Mumbai ", 2016 Royal Enfield Classic 6260 Kms ," Brand: Royal Enfield Model: Classic Year: 2016 KM Driven: 6,260 km "
